"","school_district","school_code","school_name","postal_code","school_category","type","city","short_postal_code","health_authority"
"1205",43,4343072,"Castle Park Elementary","V3C6P1","Public School","Standard school","PORT COQUITLAM","V3C","Fraser"
"1206",43,4343073,"Hampton Park Elementary","V3E3N8","Public School","Standard school","COQUITLAM","V3E","Fraser"
"1207",43,4343074,"Blakeburn Elementary","V3B8A7","Public School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1208",43,4343076,"Centennial Secondary","V3J6A8","Public School","Standard school","COQUITLAM","V3J","Fraser"
"1209",43,4343078,"Como Lake Middle School","V3J1X8","Public School","Standard school","COQUITLAM","V3J","Fraser"
"1210",43,4343080,"École Dr. Charles Best Secondary","V3J3R8","Public School","Standard school","COQUITLAM","V3J","Fraser"
"1211",43,4343081,"Ecole Maillard Middle","V3K2X5","Public School","Standard school","COQUITLAM","V3K","Fraser"
"1212",43,4343082,"Ecole Pitt River Middle","V3C2Z1","Public School","Standard school","PORT COQUITLAM","V3C","Fraser"
"1213",43,4343084,"Ecole Montgomery Middle","V3K2Y1","Public School","Standard school","COQUITLAM","V3K","Fraser"
"1214",43,4343086,"Ecole Moody Middle","V3H2C6","Public School","Standard school","PORT MOODY","V3H","Fraser"
"1215",43,4343088,"Port Moody Secondary","V3H2M5","Public School","Standard school","PORT MOODY","V3H","Fraser"
"1216",43,4343090,"Minnekhada Middle School","V3B2B8","Public School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1217",43,4343091,"Ecole Maple Creek Middle","V3B5K7","Public School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1218",43,4343093,"Ecole Banting Middle","V3J4J4","Public School","Standard school","COQUITLAM","V3J","Fraser"
"1219",43,4343102,"Ecole Citadel Middle","V3C5X6","Public School","Standard school","PORT COQUITLAM","V3C","Fraser"
"1220",43,4343108,"Ecole Kwayhquitlum Middle","V3B4J2","Public School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1221",43,4343110,"Eagle Mountain Middle School","V3H5G1","Public School","Standard school","ANMORE","V3H","Fraser"
"1222",43,4343113,"Scott Creek Middle School","V3E3E7","Public School","Standard school","COQUITLAM","V3E","Fraser"
"1223",43,4343114,"Summit Middle School","V3E3L2","Public School","Standard school","COQUITLAM","V3E","Fraser"
"1224",43,4343125,"Gleneagle Secondary","V3B7Y8","Public School","Standard school","COQUITLAM","V3B","Fraser"
"1225",43,4343127,"Heritage Woods Secondary","V3H5K6","Public School","Standard school","PORT MOODY","V3H","Fraser"
"1226",43,4343130,"Pinetree Secondary","V3B7Y7","Public School","Standard school","COQUITLAM","V3B","Fraser"
"1227",43,4343132,"Ecole Riverside Secondary","V3C6K8","Public School","Standard school","PORT COQUITLAM","V3C","Fraser"
"1228",43,4343136,"Terry Fox Secondary","V3B7Z5","Public School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1229",43,4395054,"North Fraser Youth Day Treatment School","V3J6B1","Public School","Short term PRP school","COQUITLAM","V3J","Fraser"
"1230",43,4396074,"Our Lady of Fatima","V3K4C7","Independent School","Standard school","COQUITLAM","V3K","Fraser"
"1231",43,4396137,"Queen of All Saints Elementary","V3J3P4","Independent School","Standard school","COQUITLAM","V3J","Fraser"
"1232",43,4396380,"Our Lady of the Assumption","V3B6G8","Independent School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1233",43,4396579,"British Columbia Christian Academy","V3B5A8","Independent School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1234",43,4396588,"Traditional Learning Academy","V3K2X3","Independent School","Standard school","COQUITLAM","V3K","Fraser"
"1235",43,4396629,"Archbishop Carney Regional Secondary","V3B8G7","Independent School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1236",43,4396635,"Hope Lutheran Christian School","V3B4A7","Independent School","Standard school","PORT COQUITLAM","V3B","Fraser"
"1237",43,4396727,"Greater Heights Learning Academy","V3J3Z8","Independent School","Standard school","COQUITLAM","V3J","Fraser"
"1238",43,4396806,"Children of Integrity Montessori","V3H3S7","Independent School","Standard school","COQUITLAM","V3H","Fraser"
"1239",43,4396924,"Royal Bridge High School","V5H4G5","Independent School","Standard school","COQUITLAM","V5H","Fraser"
"1240",43,4399143,"Coquitlam Open Learning","V3K1G5","Public School","Provincial online learning school","COQUITLAM","V3K","Fraser"
"1241",43,4399179,"CLC","V3K5G2","Public School","Alternate programs school","COQUITLAM","V3K","Fraser"
"1242",43,4399211,"Apex","V3J1Y5","Public School","Provincial online learning school","COQUITLAM","V3J","Fraser"
"1243",43,4399220,"Encompass 10-12","V3J1Y5","Public School","Alternate programs school","COQUITLAM","V3J","Fraser"
"1244",43,4399226,"Suwa'lkh School","V3K1G5","Public School","Alternate programs school","COQUITLAM","V3K","Fraser"
"1245",44,4425046,"Westview StrongStart Centre","V7M3C3","Early learning school","StrongStart center","NORTH VANCOUVER","V7M","Vancouver Coastal"
"1246",44,4425142,"Eastview StrongStart Centre","V7J2M7","Early learning school","StrongStart center","NORTH VANCOUVER","V7J","Vancouver Coastal"
"1247",44,4425143,"Lynnmour StrongStart Centre","V7J2G6","Early learning school","StrongStart center","NORTH VANCOUVER","V7J","Vancouver Coastal"
"1248",44,4425144,"Norgate StrongStart Centre","V7P1L9","Early learning school","StrongStart center","NORTH VANCOUVER","V7P","Vancouver Coastal"
"1249",44,4425269,"Seymour Heights StrongStart Centre","V7H1H5","Early learning school","StrongStart center","NORTH VANCOUVER","V7H","Vancouver Coastal"
"1250",44,4425270,"Boundary StrongStart","V7K1A4","Early learning school","StrongStart center","NORTH VANCOUVER","V7K","Vancouver Coastal"
"1251",44,4425271,"Montroyal StrongStart Centre","V7R3V8","Early learning school","StrongStart center","NORTH VANCOUVER","V7R","Vancouver Coastal"
"1252",44,4444000,"Continuing Ed SD 44","V7N3T7","Public School","Continuing education school","NORTH VANCOUVER","V7N","Vancouver Coastal"
"1253",44,4444001,"Lynn Valley Elementary","V7K3E5","Public School","Standard school","NORTH VANCOUVER","V7K","Vancouver Coastal"
"1254",44,4444003,"Ridgeway Elementary","V7L1Z5","Public School","Standard school","NORTH VANCOUVER","V7L","Vancouver Coastal"
"1255",44,4444005,"Queen Mary Community Elementary","V7M1L8","Public School","Standard school","NORTH VANCOUVER","V7M","Vancouver Coastal"
"1256",44,4444008,"Capilano Elementary","V7P2B9","Public School","Standard school","NORTH VANCOUVER","V7P","Vancouver Coastal"
"1257",44,4444009,"Westview Elementary","V7M0A1","Public School","Standard school","NORTH VANCOUVER","V7M","Vancouver Coastal"
"1258",44,4444011,"Highlands Elementary","V7R2R6","Public School","Standard school","NORTH VANCOUVER","V7R","Vancouver Coastal"
"1259",44,4444012,"Sutherland Secondary","V7L4C2","Public School","Standard school","NORTH VANCOUVER","V7L","Vancouver Coastal"
"1260",44,4444013,"Norgate Community Elementary","V7P1L9","Public School","Standard school","NORTH VANCOUVER","V7P","Vancouver Coastal"
"1261",44,4444014,"Canyon Heights Elementary","V7R3A2","Public School","Standard school","NORTH VANCOUVER","V7R","Vancouver Coastal"
"1262",44,4444016,"Queensbury Elementary","V7L3V3","Public School","Standard school","NORTH VANCOUVER","V7L","Vancouver Coastal"
"1263",44,4444017,"Eastview Elementary","V7J2M7","Public School","Standard school","NORTH VANCOUVER","V7J","Vancouver Coastal"
"1264",44,4444019,"Seymour Heights Elementary","V7H1H5","Public School","Standard school","NORTH VANCOUVER","V7H","Vancouver Coastal"
"1265",44,4444021,"Upper Lynn Elementary","V7K1W8","Public School","Standard school","NORTH VANCOUVER","V7K","Vancouver Coastal"
"1266",44,4444022,"Argyle Secondary","V7K1J3","Public School","Standard school","NORTH VANCOUVER","V7K","Vancouver Coastal"
"1267",44,4444023,"Carisbrooke Elementary","V7N1N5","Public School","Standard school","NORTH VANCOUVER","V7N","Vancouver Coastal"
"1268",44,4444024,"Braemar Elementary","V7N3T6","Public School","Standard school","NORTH VANCOUVER","V7N","Vancouver Coastal"
"1269",44,4444025,"Handsworth Secondary","V7R2A7","Public School","Standard school","NORTH VANCOUVER","V7R","Vancouver Coastal"
"1270",44,4444026,"Windsor Secondary","V7H2E9","Public School","Standard school","NORTH VANCOUVER","V7H","Vancouver Coastal"
"1271",44,4444027,"Cleveland Elementary","V7R1T5","Public School","Standard school","NORTH VANCOUVER","V7R","Vancouver Coastal"
"1272",44,4444029,"Ross Road Elementary","V7J2Y9","Public School","Standard school","NORTH VANCOUVER","V7J","Vancouver Coastal"
"1273",44,4444031,"Montroyal Elementary","V7R3V8","Public School","Standard school","NORTH VANCOUVER","V7R","Vancouver Coastal"
"1274",44,4444032,"Sherwood Park Elementary","V7G1A5","Public School","Standard school","NORTH VANCOUVER","V7G","Vancouver Coastal"
"1275",44,4444034,"Larson Elementary","V7N3W4","Public School","Standard school","NORTH VANCOUVER","V7N","Vancouver Coastal"
"1276",44,4444036,"Carson Graham Secondary","V7M2W7","Public School","Standard school","NORTH VANCOUVER","V7M","Vancouver Coastal"
"1277",44,4444037,"Brooksbank Elementary","V7L2N2","Public School","Standard school","NORTH VANCOUVER","V7L","Vancouver Coastal"
"1278",44,4444041,"Blueridge Elementary","V7H1M4","Public School","Standard school","NORTH VANCOUVER","V7H","Vancouver Coastal"
"1279",44,4444043,"Boundary Elementary","V7K1A4","Public School","Standard school","NORTH VANCOUVER","V7K","Vancouver Coastal"
"1280",44,4444046,"Lynnmour Elementary School","V7J2G6","Public School","Standard school","NORTH VANCOUVER","V7J","Vancouver Coastal"
"1281",44,4444047,"Seycove Secondary Community","V7G2A6","Public School","Standard school","NORTH VANCOUVER","V7G","Vancouver Coastal"
"1282",44,4444048,"Dorothy Lynas Elementary","V7G2R2","Public School","Standard school","NORTH VANCOUVER","V7G","Vancouver Coastal"
"1283",44,4444049,"Cove Cliff Elementary","V7G1W4","Public School","Standard school","NORTH VANCOUVER","V7G","Vancouver Coastal"
"1284",44,4496062,"St. Thomas Aquinas","V7M1M5","Independent School","Standard school","NORTH VANCOUVER","V7M","Vancouver Coastal"
"1285",44,4496120,"Holy Trinity School","V7N2H1","Independent School","Standard school","NORTH VANCOUVER","V7N","Vancouver Coastal"
"1286",44,4496151,"St. Edmund's","V7M2R7","Independent School","Standard school","NORTH VANCOUVER","V7M","Vancouver Coastal"
"1287",44,4496204,"Kenneth Gordon","V7H1S8","Independent School","Standard school","NORTH VANCOUVER","V7H","Vancouver Coastal"
"1288",44,4496214,"Vancouver Waldorf School","V7K2B6","Independent School","Standard school","NORTH VANCOUVER","V7K","Vancouver Coastal"
"1289",44,4496551,"Bodwell High School","V7P3S4","Independent School","Standard school","North Vancouver","V7P","Vancouver Coastal"
"1290",44,4496606,"Lions Gate Christian Academy","V7H2G3","Independent School","Standard school","NORTH VANCOUVER","V7H","Vancouver Coastal"
"1291",44,4496638,"Cousteau L'ecole Francaise Interna'le","V7K2E6","Independent School","Standard school","NORTH VANCOUVER","V7K","Vancouver Coastal"
"1292",44,4496652,"St. Pius X Elementary School","V7G1R6","Independent School","Standard school","NORTH VANCOUVER","V7G","Vancouver Coastal"
"1293",44,4496654,"North Star Montessori Elementary School","V7J1J3","Independent School","Standard school","NORTH VANCOUVER","V7J","Vancouver Coastal"
"1294",44,4496739,"Brockton Preparatory School","V7J3E8","Independent School","Standard school","NORTH VANCOUVER","V7J","Vancouver Coastal"
"1295",44,4496861,"St. Alcuin College for the Liberal Arts","V7L3H6","Independent School","Standard school","NORTH VANCOUVER","V7L","Vancouver Coastal"
"1296",44,4496978,"Saplings Nature School","V7P2G4","Independent School","Standard school","NORTH VANCOUVER","V7P","Vancouver Coastal"
"1297",44,4499176,"North Vancouver Online Learning","V7N3T7","Public School","Provincial online learning school","NORTH VANCOUVER","V7N","Vancouver Coastal"
"1298",44,4499191,"Mountainside Secondary","V7N3T7","Public School","Alternate programs school","NORTH VANCOUVER","V7N","Vancouver Coastal"
"1299",45,4525047,"Hollyburn StrongStart Centre","V7T1H5","Early learning school","StrongStart center","WEST VANCOUVER","V7T","Vancouver Coastal"
"1300",45,4525145,"Eagle Harbour StrongStart Centre","V7W2R4","Early learning school","StrongStart center","WEST VANCOUVER","V7W","Vancouver Coastal"
"1301",45,4525272,"Bowen Island StrongStart Centre","V0N1G0","Early learning school","StrongStart center","BOWEN ISLAND","V0N","Vancouver Coastal"
"1302",45,4545010,"Sentinel Secondary","V7S2R2","Public School","Standard school","WEST VANCOUVER","V7S","Vancouver Coastal"
"1303",45,4545015,"West Vancouver Secondary","V7V2G7","Public School","Standard school","WEST VANCOUVER","V7V","Vancouver Coastal"
"1304",45,4545019,"Bowen Island Community School","V0N1G0","Public School","Standard school","BOWEN ISLAND","V0N","Vancouver Coastal"
"1305",45,4545020,"Caulfeild Elementary","V7W2M8","Public School","Standard school","WEST VANCOUVER","V7W","Vancouver Coastal"
"1306",45,4545025,"Ecole Cedardale","V7T1Z3","Public School","Standard school","WEST VANCOUVER","V7T","Vancouver Coastal"
"1307",45,4545030,"Chartwell Elementary","V7S2R3","Public School","Standard school","WEST VANCOUVER","V7S","Vancouver Coastal"
"1308",45,4545035,"Cypress Park Primary","V7V1P2","Public School","Standard school","WEST VANCOUVER","V7V","Vancouver Coastal"
"1309",45,4545040,"Eagle Harbour Montessori","V7W2R4","Public School","Standard school","WEST VANCOUVER","V7W","Vancouver Coastal"
"1310",45,4545045,"Gleneagles Elementary","V7W2S5","Public School","Standard school","WEST VANCOUVER","V7W","Vancouver Coastal"
"1311",45,4545055,"Hollyburn Elementary","V7T1H5","Public School","Standard school","WEST VANCOUVER","V7T","Vancouver Coastal"
"1312",45,4545060,"Irwin Park Elementary","V7V1Y2","Public School","Standard school","WEST VANCOUVER","V7V","Vancouver Coastal"
"1313",45,4545062,"Lions Bay Community School","V0N2E0","Public School","Standard school","LIONS BAY","V0N","Vancouver Coastal"
"1314",45,4545065,"Ecole Pauline Johnson Elementary","V7V4C4","Public School","Standard school","WEST VANCOUVER","V7V","Vancouver Coastal"
"1315",45,4545070,"Ridgeview Elementary","V7T2G3","Public School","Standard school","WEST VANCOUVER","V7T","Vancouver Coastal"
"1316",45,4545075,"West Bay Elementary","V7V3E3","Public School","Standard school","WEST VANCOUVER","V7V","Vancouver Coastal"
"1317",45,4545080,"Westcot Elementary","V7S1N7","Public School","Standard school","WEST VANCOUVER","V7S","Vancouver Coastal"
"1318",45,4545081,"Rockridge Secondary","V7W3H2","Public School","Standard school","WEST VANCOUVER","V7W","Vancouver Coastal"
"1319",45,4596076,"St. Anthony's","V7T1L8","Independent School","Standard school","WEST VANCOUVER","V7T","Vancouver Coastal"
"1320",45,4596367,"Collingwood School","V7S3H4","Independent School","Standard school","WEST VANCOUVER","V7S","Vancouver Coastal"
"1321",45,4596639,"Island Pacific School","V0N1G0","Independent School","Standard school","BOWEN ISLAND","V0N","Vancouver Coastal"
"1322",45,4596701,"Mulgrave School","V7S3H9","Independent School","Standard school","WEST VANCOUVER","V7S","Vancouver Coastal"
"1323",45,4599309,"West Vancouver Inglewood Secondary","V7V2G7","Public School","Alternate programs school","WEST VANCOUVER","V7V","Vancouver Coastal"
"1324",46,4625048,"Sechelt StrongStart Centre","V0N3A0","Early learning school","StrongStart center","SECHELT","V0N","Vancouver Coastal"
"1325",46,4625086,"Gibsons StrongStart Program","V0N1V0","Early learning school","StrongStart center","SECHELT","V0N","Vancouver Coastal"
"1326",46,4625146,"Madeira Park StrongStart Centre","V0N3A0","Early learning school","StrongStart center","SECHELT","V0N","Vancouver Coastal"
"1327",46,4625273,"Halfmoon Bay StrongStart Centre","V0N1Y1","Early learning school","StrongStart center","SECHELT","V0N","Vancouver Coastal"
"1328",46,4625274,"Roberts Creek StrongStart Centre","V0N2W0","Early learning school","StrongStart center","SECHELT","V0N","Vancouver Coastal"
"1329",46,4625441,"SD 46 StrongStart BC Outreach Program #1","V0N3A0","Early learning school","StrongStart outreach","SECHELT","V0N","Vancouver Coastal"
"1330",46,4646000,"Continuing Ed SD 46","V0N1V0","Public School","Continuing education school","GIBSONS","V0N","Vancouver Coastal"
"1331",46,4646001,"Gibsons Elementary","V0N1V9","Public School","Standard school","GIBSONS","V0N","Vancouver Coastal"
"1332",46,4646007,"Madeira Park Elementary","V0N2H0","Public School","Standard school","MADEIRA PARK","V0N","Vancouver Coastal"
"1333",46,4646008,"Elphinstone Secondary","V0N1V7","Public School","Standard school","GIBSONS","V0N","Vancouver Coastal"
"1334",46,4646009,"Roberts Creek Elementary","V0N2W0","Public School","Standard school","ROBERTS CREEK","V0N","Vancouver Coastal"
"1335",46,4646011,"Davis Bay Elementary","V0N3A0","Public School","Standard school","SECHELT","V0N","Vancouver Coastal"
"1336",46,4646012,"Pender Harbour Elem-Secondary","V0N2H1","Public School","Standard school","MADEIRA PARK","V0N","Vancouver Coastal"
"1337",46,4646013,"Halfmoon Bay Elementary","V7Z1A8","Public School","Standard school","HALFMOON BAY","V7Z","Vancouver Coastal"
"1338",46,4646015,"Langdale Elementary","V0N1V6","Public School","Standard school","GIBSONS","V0N","Vancouver Coastal"
"1339",46,4646016,"West Sechelt Elementary","V0N3A8","Public School","Standard school","SECHELT","V0N","Vancouver Coastal"
"1340",46,4646017,"Chatelech Secondary","V0N3A0","Public School","Standard school","SECHELT","V0N","Vancouver Coastal"
"1341",46,4646018,"Cedar Grove Elementary","V0N1V0","Public School","Standard school","GIBSONS","V0N","Vancouver Coastal"
"1342",46,4646022,"Kinnikinnick Elementary","V0N3A5","Public School","Standard school","SECHELT","V0N","Vancouver Coastal"
"1343",46,4699076,"Sunshine Coast Alternative School","V0N1V0","Public School","Alternate programs school","GIBSONS","V0N","Vancouver Coastal"
"1344",46,4699160,"Spider","V0N1V0","Public School","District online learning school","GIBSONS","V0N","Vancouver Coastal"
"1345",47,4725049,"Henderson StrongStart Centre","V8A4P4","Early learning school","StrongStart center","POWELL RIVER","V8A","Vancouver Coastal"
"1346",47,4725050,"SD 47 StrongStart BC Outreach Program-WV","V8A1V3","Early learning school","StrongStart outreach","POWELL RIVER","V8A","Vancouver Coastal"
"1347",47,4725147,"Kelly Creek StrongStart Centre","V8A0N8","Early learning school","StrongStart center","POWELL RIVER","V8A","Vancouver Coastal"
"1348",47,4725197,"SD 47 StrongStart BC Outreach Program-GO","V8A1V3","Early learning school","StrongStart outreach","POWELL RIVER","V8A","Vancouver Coastal"
"1349",47,4725385,"SD 47 EL Database","V8A1V3","Early learning school","StrongStart outreach","POWELL RIVER","V8A","Vancouver Coastal"
"1350",47,4747000,"Continuing ED SD 47","V8A2L6","Public School","Continuing education school","POWELL RIVER","V8A","Vancouver Coastal"
"1351",47,4747001,"James Thomson Elementary","V8A4W4","Public School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1352",47,4747004,"Westview Learning Centre","V8A5E3","Public School","Alternate programs school","POWELL RIVER","V8A","Vancouver Coastal"
"1353",47,4747010,"Edgehill Elementary","V8A2G5","Public School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1354",47,4747013,"Henderson Elementary","V8A4P4","Public School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1355",47,4747014,"Texada Elementary","V0N3K0","Public School","Standard school","VAN ANDA","V0N","Vancouver Coastal"
"1356",47,4747015,"Kelly Creek Community School","V8A0N8","Public School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1357",47,4747021,"Brooks Secondary","V8A2L6","Public School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1358",47,4747022,"Westview Elementary","V8A0T8","Public School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1359",47,4796088,"Assumption School","V8A1R8","Independent School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1360",47,4796622,"Powell River Christian School","V8A1J2","Independent School","Standard school","POWELL RIVER","V8A","Vancouver Coastal"
"1361",47,4799161,"Partners in Education Program (PIE)","V8A5E3","Public School","Provincial online learning school","POWELL RIVER","V8A","Vancouver Coastal"
"1362",48,4825051,"Sea To Sky StrongStart Centre","V8B0A7","Early learning school","StrongStart center","SQUAMISH","V8B","Vancouver Coastal"
"1363",48,4825148,"Signal Hill StrongStart Centre","V0N2L1","Early learning school","StrongStart center","PEMBERTON","V0N","Vancouver Coastal"
"1364",48,4825275,"Valleycliffe StrongStart Centre","V8B0B5","Early learning school","StrongStart center","SQUAMISH","V8B","Vancouver Coastal"
"1365",48,4848004,"Howe Sound Secondary","V8B0A1","Public School","Standard school","SQUAMISH","V8B","Vancouver Coastal"
"1366",48,4848008,"Mamquam Elementary","V0N1T0","Public School","Standard school","Squamish","V0N","Vancouver Coastal"
"1367",48,4848011,"Ecole Squamish Elementary","V8B0A7","Public School","Standard school","Squamish","V8B","Vancouver Coastal"
"1368",48,4848014,"Blackwater Creek Elementary","V0N1L0","Public School","Standard school","DEVINE","V0N","Vancouver Coastal"
"1369",48,4848018,"Garibaldi Highlands Elementary","V0N1T0","Public School","Standard school","Squamish","V0N","Vancouver Coastal"
"1370",48,4848019,"Valleycliffe Elementary","V8B0W4","Public School","Standard school","Squamish","V8B","Vancouver Coastal"
"1371",48,4848020,"Myrtle Philip Community School","V8E0C5","Public School","Standard school","WHISTLER","V8E","Vancouver Coastal"
"1372",48,4848021,"Pemberton Secondary","V0N2L0","Public School","Standard school","Pemberton","V0N","Vancouver Coastal"
"1373",48,4848022,"Whistler Secondary","V0N1B8","Public School","Standard school","WHISTLER","V0N","Vancouver Coastal"
"1374",48,4848023,"Brackendale Elementary","V0N1H0","Public School","Standard school","Squamish","V0N","Vancouver Coastal"
"1375",48,4848024,"Signal Hill Elementary","V0N2L1","Public School","Standard school","PEMBERTON","V0N","Vancouver Coastal"
"1376",48,4848025,"Spring Creek Community School","V8C0A2","Public School","Standard school","WHISTLER","V8C","Vancouver Coastal"
"1377",48,4848026,"Don Ross Middle School","V0N1H0","Public School","Standard school","Squamish","V0N","Vancouver Coastal"
"1378",48,4848027,"St'a7mes School","V8B0A5","Public School","Standard school","SQUAMISH","V8B","Vancouver Coastal"
"1379",48,4896700,"Whistler Waldorf School","V0N1B7","Independent School","Standard school","WHISTLER","V0N","Vancouver Coastal"
"1380",48,4896709,"Squamish Waldorf School","V8B0Y5","Independent School","Standard school","SQUAMISH","V8B","Vancouver Coastal"
"1381",48,4896826,"Skyridge Montessori Elementary","V8B0Y7","Independent School","Standard school","SQUAMISH","V8B","Vancouver Coastal"
"1382",48,4896871,"Coast Mountain Academy","V8B0T8","Independent School","Standard school","SQUAMISH","V8B","Vancouver Coastal"
"1383",48,4896974,"Sea to Sky Montessori School","V8B0H3","Independent School","Standard school","SQUAMISH","V8B","Vancouver Coastal"
"1384",48,4896976,"Phoenix Magnet Academy","V8B0P8","Independent School","Standard school","SQUAMISH","V8B","Vancouver Coastal"
"1385",48,4899147,"Sea to Sky Online School","V8B0A5","Public School","District online learning school","SQUAMISH","V8B","Vancouver Coastal"
"1386",48,4899215,"Sea to Sky Alternative School","V8B0A1","Public School","Alternate programs school","SQUAMISH","V8B","Vancouver Coastal"
"1387",49,4925052,"Nusatsum StrongStart Centre","V0T1H0","Early learning school","StrongStart center","HAGENSBORG","V0T","Vancouver Coastal"
"1388",49,4949002,"Sir Alexander Mackenzie Secondary","V0T1H0","Public School","Standard school","HAGENSBORG","V0T","Vancouver Coastal"
"1389",49,4949004,"Bella Coola Elementary","V0T1C0","Public School","Standard school","BELLA COOLA","V0T","Vancouver Coastal"
"1390",49,4949007,"Shearwater Elementary","V0T1B0","Public School","Standard school","BELLA COOLA","V0T","Vancouver Coastal"
"1391",49,4949008,"Nusatsum Elementary","V0T1H0","Public School","Standard school","HAGENSBORG","V0T","Vancouver Coastal"
"1392",49,4997012,"Bella Bella Community School","V0T1Z0","Independent First Nations School","Standard school","BELLA BELLA","V0T","Vancouver Coastal"
"1393",49,4997170,"Acwsalcta Band School","V0T1C0","Independent First Nations School","Standard school","BELLA COOLA","V0T","Vancouver Coastal"
"1394",50,5025053,"Tahayghen StrongStart Centre","V0T1M0","Early learning school","StrongStart center","MASSET","V0T","Northern"
"1395",50,5025149,"Agnes L Mathers StrongStart Centre","V0T1T0","Early learning school","StrongStart center","SANDSPIT","V0T","Northern"
"1396",50,5025276,"SD 50 StrongStart BC Outreach Program #1",NA,"Early learning school","StrongStart outreach",NA,NA,"Northern"
"1397",50,5050002,"Port Clements Elementary","V0T1R0","Public School","Standard school","PORT CLEMENTS","V0T","Northern"
"1398",50,5050004,"Agnes L Mathers Elementary Secondary","V0T1T0","Public School","Standard school","SANDSPIT","V0T","Northern"
"1399",50,5050011,"Sk'aadgaa Naay Elementary","V0T1S1","Public School","Standard school","QUEEN CHARLOTTE","V0T","Northern"
"1400",50,5050012,"Gidgalang Kuuyas Naay","V0T1S0","Public School","Standard school","DAAJING GIIDS","V0T","Northern"
"1401",50,5050013,"Daaxiigan Sk’adáa Née","V0T1M0","Public School","Standard school","Masset","V0T","Northern"
"1402",50,5096623,"Living And Learning School","V0T1S0","Independent School","Standard school","Daajing Giids","V0T","Northern"
"1403",50,5099107,"SD 50 Online Learning","V0T1S0","Public School","District online learning school","DAAJING GIIDS","V0T","Northern"
"1404",51,5112001,"Dr. D.A. Perley Elementary","V0H1H0","Public School","Standard school","GRAND FORKS","V0H","Interior"
"1405",51,5112002,"Grand Forks Secondary","V0H1H0","Public School","Standard school","GRAND FORKS","V0H","Interior"
"1406",51,5112004,"Christina Lake Elementary","V0H1E0","Public School","Standard school","CHRISTINA LAKE","V0H","Interior"
"1407",51,5112005,"John A. Hutton Elementary","V0H1H0","Public School","Standard school","GRAND FORKS","V0H","Interior"
"1408",51,5113002,"Beaverdell Elementary","V0H1A0","Public School","Standard school","BEAVERDELL","V0H","Interior"
"1409",51,5113007,"Greenwood Elementary","V0H1J0","Public School","Standard school","GREENWOOD","V0H","Interior"
"1410",51,5113010,"Boundary Central Secondary","V0H1M0","Public School","Standard school","MIDWAY","V0H","Interior"
"1411",51,5113012,"West Boundary Elementary","V0H1Y0","Public School","Standard school","ROCK CREEK","V0H","Interior"
"1412",51,5125054,"John A. Hutton StrongStart Centre","V0H1H0","Early learning school","StrongStart center","GRAND FORKS","V0H","Interior"
"1413",51,5125150,"Greenwood StrongStart Centre","V0H1J0","Early learning school","StrongStart center","GREENWOOD","V0H","Interior"
"1414",51,5125198,"SD 51 StrongStart BC Outreach Program #1",NA,"Early learning school","StrongStart outreach",NA,NA,"Interior"
"1415",51,5125277,"Dr. D. A. Perley StrongStart Centre","V0H1H0","Early learning school","StrongStart center","GRAND FORKS","V0H","Interior"
"1416",51,5151013,"Big White Community School","V1P1T4","Public School","Standard school","Big White Mountain","V1P","Interior"
"1417",51,5199169,"Walker Development Centre","V0H1H0","Public School","Alternate programs school","GRAND FORKS","V0H","Interior"
"1418",52,5225010,"Conrad StrongStart Centre","V8J1G9","Early learning school","StrongStart center","PRINCE RUPERT","V8J","Northern"
"1419",52,5225055,"Pineridge StrongStart Centre","V8J1G9","Early learning school","StrongStart center","PRINCE RUPERT","V8J","Northern"
"1420",52,5225151,"SD 52 StrongStart BC Outreach Program #1","V8J3W1","Early learning school","StrongStart outreach","PRINCE RUPERT","V8J","Northern"
"1421",52,5225421,"Lax Kxeen StrongStart Centre","V8J3R7","Early learning school","StrongStart center","PRINCE RUPERT","V8J","Northern"
"1422",52,5252003,"Conrad Elementary","V8J3B8","Public School","Standard school","PRINCE RUPERT","V8J","Northern"
"1423",52,5252005,"Port Edward Elementary","V0V1G0","Public School","Standard school","PORT EDWARD","V0V","Northern"
"1424",52,5252006,"Roosevelt Park Elementary","V8J3W2","Public School","Standard school","PRINCE RUPERT","V8J","Northern"
"1425",52,5252014,"Pineridge Elementary","V8J3R7","Public School","Standard school","PRINCE RUPERT","V8J","Northern"
"1426",52,5252017,"Hartley Bay Elem-Jr Secondary","V0V1A0","Public School","Standard school","HARTLEY BAY","V0V","Northern"
