"","school_district","school_code","school_name","postal_code","school_category","type","city","grade_10_enrollment","grade_11_enrollment","grade_12_enrollment","short_postal_code","district_name","health_authority"
"1041",41,4141022,"Cascade Heights Elementary","V5G2V5","Public School","Standard school","BURNABY","N","N","N","V5G","Burnaby","Fraser"
"1042",41,4141023,"Chaffey-Burke Elementary","V5H1K7","Public School","Standard school","BURNABY","N","N","N","V5H","Burnaby","Fraser"
"1043",41,4141024,"Clinton Elementary","V5J2M3","Public School","Standard school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1044",41,4141025,"Confederation Park Elementary","V5C2C2","Public School","Standard school","BURNABY","N","N","N","V5C","Burnaby","Fraser"
"1045",41,4141026,"Douglas Road Elementary","V5G1L7","Public School","Standard school","BURNABY","N","N","N","V5G","Burnaby","Fraser"
"1046",41,4141029,"Gilmore Community Elementary","V5C4P5","Public School","Standard school","BURNABY","N","N","N","V5C","Burnaby","Fraser"
"1047",41,4141030,"Gilpin Elementary","V5G2B2","Public School","Standard school","BURNABY","N","N","N","V5G","Burnaby","Fraser"
"1048",41,4141031,"Glenwood Elementary","V5J3H1","Public School","Standard school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1049",41,4141032,"École Inman Elementary","V5G2P6","Public School","Standard school","BURNABY","N","N","N","V5G","Burnaby","Fraser"
"1050",41,4141033,"Kitchener Elementary","V5C4S8","Public School","Standard school","BURNABY","N","N","N","V5C","Burnaby","Fraser"
"1051",41,4141034,"Lakeview Elementary","V5E2J5","Public School","Standard school","BURNABY","N","N","N","V5E","Burnaby","Fraser"
"1052",41,4141035,"Lochdale Community Elementary","V5B2E5","Public School","Standard school","BURNABY","N","N","N","V5B","Burnaby","Fraser"
"1053",41,4141036,"Lyndhurst Elementary","V3J1E9","Public School","Standard school","BURNABY","N","N","N","V3J","Burnaby","Fraser"
"1054",41,4141037,"École Marlborough Elementary","V5H3L7","Public School","Standard school","BURNABY","N","N","N","V5H","Burnaby","Fraser"
"1055",41,4141038,"Maywood Community Elementary","V5J1B7","Public School","Standard school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1056",41,4141039,"Morley Elementary","V5E2K1","Public School","Standard school","BURNABY","N","N","N","V5E","Burnaby","Fraser"
"1057",41,4141040,"Nelson Elementary","V5J1Y2","Public School","Standard school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1058",41,4141041,"Parkcrest Elementary","V5B2P4","Public School","Standard school","BURNABY","N","N","N","V5B","Burnaby","Fraser"
"1059",41,4141044,"Rosser Elementary","V5C2B6","Public School","Standard school","BURNABY","N","N","N","V5C","Burnaby","Fraser"
"1060",41,4141046,"Ecole Seaforth Elementary","V5A2C9","Public School","Standard school","BURNABY","N","N","N","V5A","Burnaby","Fraser"
"1061",41,4141047,"Second Street Community Elementary","V3N3R5","Public School","Standard school","BURNABY","N","N","N","V3N","Burnaby","Fraser"
"1062",41,4141048,"Sperling Elementary","V5B4K7","Public School","Standard school","BURNABY","N","N","N","V5B","Burnaby","Fraser"
"1063",41,4141049,"Stride Avenue Community Elementary","V3N1T4","Public School","Standard school","BURNABY","N","N","N","V3N","Burnaby","Fraser"
"1064",41,4141050,"Suncrest Elementary","V5J1Z5","Public School","Standard school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1065",41,4141052,"Twelfth Avenue Elementary","V3N2K1","Public School","Standard school","BURNABY","N","N","N","V3N","Burnaby","Fraser"
"1066",41,4141053,"Westridge Elementary","V5B4L9","Public School","Standard school","BURNABY","N","N","N","V5B","Burnaby","Fraser"
"1067",41,4141054,"Windsor Elementary","V5J1G5","Public School","Standard school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1068",41,4141056,"Montecito Elementary","V5A2S2","Public School","Standard school","BURNABY","N","N","N","V5A","Burnaby","Fraser"
"1069",41,4141057,"Stoney Creek Community Elementary","V3J7B6","Public School","Standard school","BURNABY","N","N","N","V3J","Burnaby","Fraser"
"1070",41,4141060,"Forest Grove Elementary","V5A4H5","Public School","Standard school","BURNABY","N","N","N","V5A","Burnaby","Fraser"
"1071",41,4141061,"South Slope Elementary","V5J5H3","Public School","Standard school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1072",41,4141062,"Burnaby South Secondary","V5J2B7","Public School","Standard school","BURNABY","Y","Y","Y","V5J","Burnaby","Fraser"
"1073",41,4141063,"Burnaby Mountain Secondary","V3J7X5","Public School","Standard school","BURNABY","Y","Y","Y","V3J","Burnaby","Fraser"
"1074",41,4141065,"Taylor Park Elementary","V3N5C7","Public School","Standard school","BURNABY","N","N","N","V3N","Burnaby","Fraser"
"1075",41,4141066,"Royal Oak Secondary Program","V5G1S4","Public School","Alternate programs school","BURNABY","Y","Y","Y","V5G","Burnaby","Fraser"
"1076",41,4141068,"Byrne Creek Community Secondary","V3N5E5","Public School","Standard school","BURNABY","Y","Y","Y","V3N","Burnaby","Fraser"
"1077",41,4141069,"University Highlands Elementary","V5A4X6","Public School","Standard school","BURNABY","N","N","N","V5A","Burnaby","Fraser"
"1078",41,4195036,"BC Provincial School for the Deaf Secondary","V5J2B7","Public School","Long term PRP school","BURNABY","Y","Y","Y","V5J","Burnaby","Fraser"
"1079",41,4195066,"BC Provincial School For The Deaf Elementary","V5J5H3","Public School","Long term PRP school","BURNABY","N","N","N","V5J","Burnaby","Fraser"
"1080",41,4196031,"St. Thomas More Collegiate","V3N2K1","Independent School","Standard school","BURNABY","Y","Y","Y","V3N","Burnaby","Fraser"
"1081",41,4196072,"Holy Cross Elementary School","V5B3G2","Independent School","Standard school","BURNABY","N","N","N","V5B","Burnaby","Fraser"
"1082",41,4196085,"Our Lady of Mercy","V3N2S1","Independent School","Standard school","BURNABY","N","N","N","V3N","Burnaby","Fraser"
"1083",41,4196118,"St. Michaels","V3N4C3","Independent School","Standard school","BURNABY","N","N","N","V3N","Burnaby","Fraser"
"1084",41,4196139,"St. Francis de Sales","V5E1J1","Independent School","Standard school","BURNABY","N","N","N","V5E","Burnaby","Fraser"
"1085",41,4196141,"St. Helen's","V5C2A6","Independent School","Standard school","BURNABY","N","N","N","V5C","Burnaby","Fraser"
"1086",41,4196169,"Deer Lake SDA School","V5G2H6","Independent School","Standard school","BURNABY","Y","Y","Y","V5G","Burnaby","Fraser"
"1087",41,4196182,"John Knox Christian - Elementary Campus","V3N2G5","Independent School","Standard school","BURNABY","N","N","N","V3N","Burnaby","Fraser"
"1088",41,4196636,"Burnaby Montessori School","V5H2G1","Independent School","Standard school","BURNABY","N","N","N","V5H","Burnaby","Fraser"
"1089",41,4196753,"Whytecliff Agile Learning Centre-Burnaby","V5M4A5","Independent School","Standard school","BURNABY","Y","Y","Y","V5M","Burnaby","Fraser"
"1090",41,4196910,"Fawkes Academy","V5C2J3","Independent School","Standard school","BURNABY","Y","Y","Y","V5C","Burnaby","Fraser"
"1091",41,4199036,"Fraser Park Secondary School Program","V5J5H1","Public School","Youth custody or residential attendance school","BURNABY","Y","Y","Y","V5J","Burnaby","Fraser"
"1092",41,4199038,"Maples School Program","V5G3H4","Public School","Long term PRP school","BURNABY","Y","N","Y","V5G","Burnaby","Fraser"
"1093",41,4199145,"Burnaby Online Program","V3N1S6","Public School","Provincial online learning school","BURNABY","Y","Y","Y","V3N","Burnaby","Fraser"
"1094",41,4199300,"Take A Hike Secondary Program","V5G1S4","Public School","Alternate programs school","BURNABY","Y","Y","Y","V5G","Burnaby","Fraser"
"1095",41,4199301,"Burnaby Youth Hub Secondary Program","V5J1C2","Public School","Alternate programs school","BURNABY","Y","Y","Y","V5J","Burnaby","Fraser"
"1096",41,4199302,"Outlook Secondary Program","V5C6P7","Public School","Alternate programs school","BURNABY","Y","Y","Y","V5C","Burnaby","Fraser"
"1097",42,4225045,"Eric Langton StrongStart Centre","V2X6G8","Early learning school","StrongStart center","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1098",42,4225133,"Davie Jones StrongStart Centre","V3Y1J6","Early learning school","StrongStart center","PITT MEADOWS","N","N","N","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1099",42,4225134,"Riverside StrongStart Centre","V2X9A6","Early learning school","StrongStart center","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1100",42,4225135,"Webster's Corners StrongStart Centre","V4R1X2","Early learning school","StrongStart center","MAPLE RIDGE","N","N","N","V4R","Maple Ridge-Pitt Meadows","Fraser"
"1101",42,4225136,"c`usqunela StrongStart Centre","V2W1J2","Early learning school","StrongStart center","MAPLE RIDGE","N","N","N","V2W","Maple Ridge-Pitt Meadows","Fraser"
"1102",42,4225260,"Highland Park StrongStart Centre","V3Y2G4","Early learning school","StrongStart center","PITT MEADOWS","N","N","N","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1103",42,4225261,"Eric Langton StrongStart Centre PM","V2X6G8","Early learning school","StrongStart center","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1104",42,4225262,"Fairview StrongStart Centre","V2X1T8","Early learning school","StrongStart center","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1105",42,4242000,"Continuing ED SD 42","V2X9A6","Public School","Continuing education school","MAPLE RIDGE","N","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1106",42,4242001,"Maple Ridge Secondary","V2X3X2","Public School","Standard school","MAPLE RIDGE","Y","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1107",42,4242002,"Garibaldi Secondary","V4R1X2","Public School","Standard school","MAPLE RIDGE","Y","Y","Y","V4R","Maple Ridge-Pitt Meadows","Fraser"
"1108",42,4242003,"Pitt Meadows Secondary","V3Y1G1","Public School","Standard school","PITT MEADOWS","Y","Y","Y","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1109",42,4242004,"Westview Secondary","V2X8E8","Public School","Standard school","MAPLE RIDGE","Y","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1110",42,4242005,"Albion Elementary","V2W1G2","Public School","Standard school","MAPLE RIDGE","N","N","N","V2W","Maple Ridge-Pitt Meadows","Fraser"
"1111",42,4242008,"Eric Langton Elementary","V2X6G8","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1112",42,4242009,"Fairview Elementary","V2X1T8","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1113",42,4242010,"Glenwood Elementary","V2X3P6","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1114",42,4242011,"Golden Ears Elementary","V2X2N1","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1115",42,4242014,"Maple Ridge Elementary","V2X1Z7","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1116",42,4242017,"Pitt Meadows Elementary","V3Y2B5","Public School","Standard school","PITT MEADOWS","N","N","N","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1117",42,4242020,"Webster's Corners Elementary","V4R1X9","Public School","Standard school","MAPLE RIDGE","N","N","N","V4R","Maple Ridge-Pitt Meadows","Fraser"
"1118",42,4242026,"District 42 Alternative Secondary","V2X0G8","Public School","Alternate programs school","MAPLE RIDGE","Y","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1119",42,4242031,"Davie Jones Elementary","V3Y1J6","Public School","Standard school","PITT MEADOWS","N","N","N","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1120",42,4242032,"Laity View Elementary","V2X4B5","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1121",42,4242033,"Highland Park Elementary","V3Y2G4","Public School","Standard school","PITT MEADOWS","N","N","N","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1122",42,4242035,"Alouette Elementary","V2X0V9","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1123",42,4242036,"Harry Hooge Elementary","V2X0P6","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1124",42,4242037,"Kanaka Creek Elementary","V2W1C8","Public School","Standard school","MAPLE RIDGE","N","N","N","V2W","Maple Ridge-Pitt Meadows","Fraser"
"1125",42,4242038,"Thomas Haney Secondary","V2X0T8","Public School","Standard school","MAPLE RIDGE","Y","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1126",42,4242039,"Edith McDermott Elementary","V3Y2L5","Public School","Standard school","PITT MEADOWS","N","N","N","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1127",42,4242040,"Whonnock Elementary","V2W1P9","Public School","Standard school","MAPLE RIDGE","N","N","N","V2W","Maple Ridge-Pitt Meadows","Fraser"
"1128",42,4242041,"Blue Mountain Elementary","V4R1J3","Public School","Standard school","MAPLE RIDGE","N","N","N","V4R","Maple Ridge-Pitt Meadows","Fraser"
"1129",42,4242042,"Alexander Robinson Elementary","V4R2T8","Public School","Standard school","MAPLE RIDGE","N","N","N","V4R","Maple Ridge-Pitt Meadows","Fraser"
"1130",42,4242043,"Hammond Elementary","V2X4T6","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1131",42,4242045,"Samuel Robertson Technical Secondary","V2W2G4","Public School","Standard school","MAPLE RIDGE","Y","Y","Y","V2W","Maple Ridge-Pitt Meadows","Fraser"
"1132",42,4242046,"Environmental School Project","V2X0G8","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1133",42,4242047,"Odyssey K-9 SD 42","V2X1T8","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1134",42,4242048,"c'usqunela Elementary","V2W1J2","Public School","Standard school","MAPLE RIDGE","N","N","N","V2W","Maple Ridge-Pitt Meadows","Fraser"
"1135",42,4242052,"Yennadon Elementary","V2X4R9","Public School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1136",42,4296099,"Maple Ridge Christian School","V2X2Z5","Independent School","Standard school","MAPLE RIDGE","Y","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1137",42,4296153,"St Patrick's","V2X3T5","Independent School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1138",42,4296369,"James Cameron School","V2X3C9","Independent School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1139",42,4296400,"Meadowridge School","V4R1N1","Independent School","Standard school","MAPLE RIDGE","Y","Y","Y","V4R","Maple Ridge-Pitt Meadows","Fraser"
"1140",42,4296468,"Meadow Montessori","V2X1V6","Independent School","Standard school","MAPLE RIDGE","N","N","N","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1141",42,4296681,"Canyon Springs Montessori Academy","V3Y1Z1","Independent School","Standard school","PITT MEADOWS","N","N","N","V3Y","Maple Ridge-Pitt Meadows","Fraser"
"1142",42,4299153,"Outreach Alternate Secondary","V2X3X2","Public School","Alternate programs school","MAPLE RIDGE","Y","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1143",42,4299154,"SD 42 Connected Learning Community","V2X9A6","Public School","District online learning school","MAPLE RIDGE","Y","Y","Y","V2X","Maple Ridge-Pitt Meadows","Fraser"
"1144",43,4325008,"Roy Stibbs StrongStart Centre","V3J4A7","Early learning school","StrongStart center","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1145",43,4325009,"Riverview StrongStart Centre","V3C6A3","Early learning school","StrongStart center","COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1146",43,4325137,"Birchland StrongStart","V3B1M5","Early learning school","StrongStart center","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1147",43,4325138,"Rochester StrongStart Centre","V3K4Y7","Early learning school","StrongStart center","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1148",43,4325139,"Coquitlam River PM StrongStart Centre","V3E3E5","Early learning school","StrongStart center","PORT COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1149",43,4325140,"Bramblewood StrongStart Centre","V3E2S7","Early learning school","StrongStart center","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1150",43,4325141,"Coquitlam River AM StrongStart Centre","V3E3E5","Early learning school","StrongStart center","PORT COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1151",43,4325263,"Central StrongStart Centre","V3C1V8","Early learning school","StrongStart center","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1152",43,4325264,"Mundy Road StrongStart Centre","V3K3S1","Early learning school","StrongStart center","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1153",43,4325265,"Cedar Drive StrongStart Centre","V3B3C3","Early learning school","StrongStart center","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1154",43,4325266,"Moody StrongStart Centre","V3H2C6","Early learning school","StrongStart center","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1155",43,4325267,"Meadowbrook StrongStart Centre","V3H3A8","Early learning school","StrongStart center","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1156",43,4325268,"Seaview StrongStart Centre","V3H1N2","Early learning school","StrongStart center","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1157",43,4343000,"Continuing ED SD 43","V3K5G2","Public School","Continuing education school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1158",43,4343002,"Anmore Elementary","V3H4Y6","Public School","Standard school","ANMORE","N","N","N","V3H","Coquitlam","Fraser"
"1159",43,4343004,"Alderson Elementary","V3K7C4","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1160",43,4343005,"Baker Drive Elementary","V3J6W9","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1161",43,4343006,"Birchland Elementary","V3B1M5","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1162",43,4343009,"Bramblewood Elementary","V3E2S7","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1163",43,4343010,"Cape Horn Elementary","V3K5J2","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1164",43,4343011,"Cedar Drive Elementary","V3B3C3","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1165",43,4343012,"Central Elementary","V3C1V8","Public School","Standard school","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1166",43,4343013,"Ecole Coquitlam River Elementary","V3E3E5","Public School","Standard school","PORT COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1167",43,4343017,"Heritage Mountain Elementary","V3H4Z1","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1168",43,4343018,"Glen Elementary","V3B2P9","Public School","Standard school","COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1169",43,4343019,"Ecole Glenayre Elementary","V3H1G6","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1170",43,4343020,"Eagle Ridge Elementary","V3E1X9","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1171",43,4343021,"Harbour View Elementary","V3J5C7","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1172",43,4343022,"Hazel Trembath Elementary","V3C6L9","Public School","Standard school","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1173",43,4343023,"R. C. MacDonald Elementary","V3K5W6","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1174",43,4343024,"Hillcrest Middle School","V3J3C5","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1175",43,4343027,"Ecole Irvine Elementary","V3B3Z4","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1176",43,4343028,"Coast Salish Elementary","V3E3H1","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1177",43,4343029,"James Park Elementary","V3B1E5","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1178",43,4343030,"Inquiry Hub","V3K1G5","Public School","Standard school","COQUITLAM","Y","Y","Y","V3K","Coquitlam","Fraser"
"1179",43,4343031,"Ecole Kilmer Elementary","V3C2P8","Public School","Standard school","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1180",43,4343033,"Leigh Elementary","V3B3H7","Public School","Standard school","COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1181",43,4343034,"Lord Baden-Powell Elementary","V3K4G4","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1182",43,4343036,"Ecole Mary Hill Elementary","V3C2V7","Public School","Standard school","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1183",43,4343037,"Meadowbrook Elementary","V3C3M3","Public School","Standard school","COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1184",43,4343038,"Miller Park Community School","V3J4J8","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1185",43,4343043,"Moody Elementary","V3H2B8","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1186",43,4343044,"Mountain View Elementary","V3J4E7","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1187",43,4343045,"Mountain Meadows Elementary","V3H4N3","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1188",43,4343046,"Mundy Road Elementary","V3K3S1","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1189",43,4343047,"Ecole Nestor Elementary","V3E2A4","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1190",43,4343048,"Ecole Panorama Heights Elementary","V3E2T1","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1191",43,4343049,"Parkland Elementary","V3J3B7","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1192",43,4343050,"Pinetree Way Elementary","V3C6A3","Public School","Standard school","COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1193",43,4343051,"Pleasantside Elementary","V3H3A8","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1194",43,4343053,"Ecole Porter Street Elementary","V3J5B4","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1195",43,4343054,"Ranch Park Elementary","V3C2C4","Public School","Standard school","COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1196",43,4343055,"Ecole Rochester Elementary","V3K4Y7","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1197",43,4343056,"Roy Stibbs Elementary","V3J4A7","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1198",43,4343057,"Riverview Park Elementary","V3C6A3","Public School","Standard school","COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1199",43,4343058,"Seaview Community School","V3H1N2","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1200",43,4343059,"Smiling Creek Elementary","V3E3H1","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1201",43,4343060,"Cabe Secondary","V3J2N1","Public School","Alternate programs school","COQUITLAM","Y","Y","Y","V3J","Coquitlam","Fraser"
"1202",43,4343069,"Walton Elementary","V3B6V6","Public School","Standard school","COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1203",43,4343070,"Ecole Westwood Elementary","V3B4N6","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1204",43,4343071,"Aspenwood Elementary","V3H5G8","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1205",43,4343072,"Castle Park Elementary","V3C6P1","Public School","Standard school","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1206",43,4343073,"Hampton Park Elementary","V3E3N8","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1207",43,4343074,"Blakeburn Elementary","V3B8A7","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1208",43,4343076,"Centennial Secondary","V3J6A8","Public School","Standard school","COQUITLAM","Y","Y","Y","V3J","Coquitlam","Fraser"
"1209",43,4343078,"Como Lake Middle School","V3J1X8","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1210",43,4343080,"École Dr. Charles Best Secondary","V3J3R8","Public School","Standard school","COQUITLAM","Y","Y","Y","V3J","Coquitlam","Fraser"
"1211",43,4343081,"Ecole Maillard Middle","V3K2X5","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1212",43,4343082,"Ecole Pitt River Middle","V3C2Z1","Public School","Standard school","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1213",43,4343084,"Ecole Montgomery Middle","V3K2Y1","Public School","Standard school","COQUITLAM","N","N","N","V3K","Coquitlam","Fraser"
"1214",43,4343086,"Ecole Moody Middle","V3H2C6","Public School","Standard school","PORT MOODY","N","N","N","V3H","Coquitlam","Fraser"
"1215",43,4343088,"Port Moody Secondary","V3H2M5","Public School","Standard school","PORT MOODY","Y","Y","Y","V3H","Coquitlam","Fraser"
"1216",43,4343090,"Minnekhada Middle School","V3B2B8","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1217",43,4343091,"Ecole Maple Creek Middle","V3B5K7","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1218",43,4343093,"Ecole Banting Middle","V3J4J4","Public School","Standard school","COQUITLAM","N","N","N","V3J","Coquitlam","Fraser"
"1219",43,4343102,"Ecole Citadel Middle","V3C5X6","Public School","Standard school","PORT COQUITLAM","N","N","N","V3C","Coquitlam","Fraser"
"1220",43,4343108,"Ecole Kwayhquitlum Middle","V3B4J2","Public School","Standard school","PORT COQUITLAM","N","N","N","V3B","Coquitlam","Fraser"
"1221",43,4343110,"Eagle Mountain Middle School","V3H5G1","Public School","Standard school","ANMORE","N","N","N","V3H","Coquitlam","Fraser"
"1222",43,4343113,"Scott Creek Middle School","V3E3E7","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1223",43,4343114,"Summit Middle School","V3E3L2","Public School","Standard school","COQUITLAM","N","N","N","V3E","Coquitlam","Fraser"
"1224",43,4343125,"Gleneagle Secondary","V3B7Y8","Public School","Standard school","COQUITLAM","Y","Y","Y","V3B","Coquitlam","Fraser"
"1225",43,4343127,"Heritage Woods Secondary","V3H5K6","Public School","Standard school","PORT MOODY","Y","Y","Y","V3H","Coquitlam","Fraser"
"1226",43,4343130,"Pinetree Secondary","V3B7Y7","Public School","Standard school","COQUITLAM","Y","Y","Y","V3B","Coquitlam","Fraser"
"1227",43,4343132,"Ecole Riverside Secondary","V3C6K8","Public School","Standard school","PORT COQUITLAM","Y","Y","Y","V3C","Coquitlam","Fraser"
"1228",43,4343136,"Terry Fox Secondary","V3B7Z5","Public School","Standard school","PORT COQUITLAM","Y","Y","Y","V3B","Coquitlam","Fraser"
