District Number,School Code,School Name,Address,City,Province,Postal Code,Physical Address,Physical City,Physical Province,Physical Postal Code,Principal First Name,Principal Last Name,Type,School Category,Phone,Fax,Email,Kindergarten Half Enrollment,Kindergarten Full Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Group Classification Primary K-3,Group Classification Elementary 4-7 EU,Group Classification Junior Secondary 8-10 SU,Group Classification Senior Secondary 11-12
043,04343071,Aspenwood Elementary,2001 PANORAMA DR,PORT MOODY,BC,V3H5G8,,,,,Don,Hutchinson,Standard school,Public School,6044617680,6044617615,dhutchinson@sd43.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
043,04343072,Castle Park Elementary,1144 CONFEDERATION DR,PORT COQUITLAM,BC,V3C6P1,,,,,Andrew,Corbould,Standard school,Public School,6044688620,6044688503,acorbould@sd43.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
043,04343073,Hampton Park Elementary,1760 PADDOCK DR,COQUITLAM,BC,V3E3N8,,,,,Colleen,Castonguay,Standard school,Public School,6044642549,6044642571,ccastonguay@sd43.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
043,04343074,Blakeburn Elementary,1040 RIVERSIDE DR,PORT COQUITLAM,BC,V3B8A7,,,,,Tara,Fisher,Standard school,Public School,6049449037,6049448634,tfisher@sd43.bc.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,
043,04343076,Centennial Secondary,570 POIRIER ST,COQUITLAM,BC,V3J6A8,,,,,Manjit,Rai,Standard school,Public School,6049367205,6049375933,mrai@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04343078,Como Lake Middle School,1121 KING ALBERT AVE,COQUITLAM,BC,V3J1X8,,,,,Devon,Ross,Standard school,Public School,6049361451,6049363387,dross@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343080,École Dr. Charles Best Secondary,2525 COMO LAKE AVE,COQUITLAM,BC,V3J3R8,,,,,Dave,Cyr,Standard school,Public School,6044615581,6049378053,dcyr@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04343081,Ecole Maillard Middle,1300 ROCHESTER AVE,COQUITLAM,BC,V3K2X5,,,,,Steven,Roos,Standard school,Public School,6049313574,,081-office@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343082,Ecole Pitt River Middle,2070 TYNER ST,PORT COQUITLAM,BC,V3C2Z1,,,,,Bryn,Williams,Standard school,Public School,6049420267,6049378048,bwilliams@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343084,Ecole Montgomery Middle,1900 EDGEWOOD AVE,COQUITLAM,BC,V3K2Y1,,,,,Sarah,Husband,Standard school,Public School,6049397367,6049378046,shusband@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343086,Ecole Moody Middle,3115 ST. JOHNS ST,PORT MOODY,BC,V3H2C6,,,,,Tamara,Banks,Standard school,Public School,6044617384,6049378047,tbanks@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343088,Port Moody Secondary,300 ALBERT ST,PORT MOODY,BC,V3H2M5,,,,,Jeremy,Clarke,Standard school,Public School,6049396656,6049395833,jclarke@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04343090,Minnekhada Middle School,1390 LAURIER AVE,PORT COQUITLAM,BC,V3B2B8,,,,,Jill,Reid,Standard school,Public School,6049420261,6049428721,jreid@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343091,Ecole Maple Creek Middle,3700 HASTINGS ST,PORT COQUITLAM,BC,V3B5K7,,,,,Darren,Macmillan,Standard school,Public School,6044648581,6044617832,dmacmillan@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343093,Ecole Banting Middle,820 BANTING ST,COQUITLAM,BC,V3J4J4,,,,,Tristan,McCutcheon,Standard school,Public School,6049399247,6049397623,tmccutcheon@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343102,Ecole Citadel Middle,1265 CITADEL DR,PORT COQUITLAM,BC,V3C5X6,,,,,Mark,Clay,Standard school,Public School,6049456187,6049378042,mclay@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343108,Ecole Kwayhquitlum Middle,3280 FLINT ST,PORT COQUITLAM,BC,V3B4J2,,,,,Laurie,Sviatko,Standard school,Public School,6049421835,6049426701,sroos@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343110,Eagle Mountain Middle School,110 DOGWOOD DR,ANMORE,BC,V3H5G1,,,,,Andrew,Graham,Standard school,Public School,6044691133,6049378065,agraham@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343113,Scott Creek Middle School,1240 LANSDOWNE DR,COQUITLAM,BC,V3E3E7,,,,,Lisa,Rinke,Standard school,Public School,6049450156,6049454853,lrinke@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343114,Summit Middle School,1450 PARKWAY BLVD,COQUITLAM,BC,V3E3L2,,,,,Bill,Trask,Standard school,Public School,6049448273,6049378050,btrask@sd43.bc.ca,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,
043,04343125,Gleneagle Secondary,1195 LANSDOWNE DR,COQUITLAM,BC,V3B7Y8,,,,,Glen,Conley,Standard school,Public School,6044645793,6044645796,gconley@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04343127,Heritage Woods Secondary,1300 DAVID AVE,PORT MOODY,BC,V3H5K6,,,,,Cheryl,Woods,Standard school,Public School,6044618679,6049378055,cwoods@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04343130,Pinetree Secondary,3000 PINEWOOD AVE,COQUITLAM,BC,V3B7Y7,,,,,Janine,Close,Standard school,Public School,6044642513,6049378056,jclose@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04343132,Ecole Riverside Secondary,2215 REEVE ST,PORT COQUITLAM,BC,V3C6K8,,,,,Todd,Clerkson,Standard school,Public School,6049416053,6049412639,tclerkson@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04343136,Terry Fox Secondary,1260 RIVERWOOD GATE,PORT COQUITLAM,BC,V3B7Z5,,,,,David,Starr,Standard school,Public School,6049415401,6049411777,dstarr@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04395054,North Fraser Youth Day Treatment School,1100C WINSLOW AVE,COQUITLAM,BC,V3J2G3,644 POIRIER ST,COQUITLAM,BC,V3J6B1,Cam,Morrison,Short term PRP school,Public School,6049332543,6049365451,pmcnaughton@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
043,04396074,Our Lady of Fatima,315 WALKER ST,COQUITLAM,BC,V3K4C7,,,,,Maria,Katsionis,Standard school,Independent School,6049364228,,mkatsionis@fatimaschool.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
043,04396137,Queen of All Saints Elementary,1405 COMO LAKE AVE,COQUITLAM,BC,V3J3P4,,,,,Joan,Sandberg,Standard school,Independent School,6049319071,6049319089,office@qasbc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
043,04396380,Our Lady of the Assumption,2255 FRASER AVE,PORT COQUITLAM,BC,V3B6G8,,,,,Rosaleen,Heffernan,Standard school,Independent School,6049425522,,rheffernan@cisva.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
043,04396579,British Columbia Christian Academy,1019 FERNWOOD AVE,PORT COQUITLAM,BC,V3B5A8,,,,,Ian,Jarvie,Standard school,Independent School,6049418426,6049456455,admin@bccaschool.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
043,04396588,Traditional Learning Academy,1189 ROCHESTER AVE,COQUITLAM,BC,V3K2X3,,,,,Martin,Dale,Standard school,Independent School,6049317265,6049313432,tlaprincipal@traditionallearning.com,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
043,04396629,Archbishop Carney Regional Secondary,1335 DOMINION AVE,PORT COQUITLAM,BC,V3B8G7,,,,,Len,De Julius,Standard school,Independent School,6049427465,6049425289,office@acrss.org,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,01,01
043,04396635,Hope Lutheran Christian School,3151 YORK ST,PORT COQUITLAM,BC,V3B4A7,,,,,Danny,Nagtegaal,Standard school,Independent School,6049425322,,dnagtegaal@hopelcs.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,01,01,01,01
043,04396727,Greater Heights Learning Academy,550 THOMPSON AVE,COQUITLAM,BC,V3J3Z8,,,,,Kathleen,Jeffrey,Standard school,Independent School,6049373641,6049315155,kjeffrey@ghla.ca,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
043,04396806,Children of Integrity Montessori,2541 QUAY PL,COQUITLAM,BC,V3H3S7,,,,,Maria,Woulfe,Standard school,Independent School,6044611223,6044611228,principal@coima.org,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
043,04396924,Royal Bridge High School,301-1123 WESTWOOD ST,COQUITLAM,BC,V5H4G5,,,,,Jim,Ion,Standard school,Independent School,7789275813,6044743718,jpi@royalbridge.ca,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,04,04
043,04399143,Coquitlam Open Learning,1432 BRUNETTE AVE,COQUITLAM,BC,V3K1G5,,,,,David,Truss,Provincial online learning school,Public School,6049364285,6049366594,dtruss@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,
043,04399179,CLC,380 MONTGOMERY ST,COQUITLAM,BC,V3K5G2,,,,,Michael,Mcglenen,Alternate programs school,Public School,6049364261,6049366594,mmcglenen@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
043,04399211,Apex,1600 KING ALBERT AVE,COQUITLAM,BC,V3J1Y5,,,,,Lisa,Dube,Provincial online learning school,Public School,6049457311,6049378062,lidube@sd43.bc.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,
043,04399220,Encompass 10-12,1600 KING ALBERT AVE,COQUITLAM,BC,V3J1Y5,,,,,Lisa,Dube,Alternate programs school,Public School,6049457311,6049378062,lidube@sd43.bc.ca,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,
043,04399226,Suwa'lkh School,1432 BRUNETTE AVE,COQUITLAM,BC,V3K1G5,,,,,Judith,Payne,Alternate programs school,Public School,6045236011,,jpayne@sd43.bc.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04425046,Westview StrongStart Centre,1660 BEWICKE AVE,NORTH VANCOUVER,BC,V7M3C3,,,,,Carly,Roy,StrongStart center,Early learning school,6049033840,6049033841,westview@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04425142,Eastview StrongStart Centre,1801 MOUNTAIN HWY,NORTH VANCOUVER,BC,V7J2M7,,,,,Carla,Orr,StrongStart center,Early learning school,6049033520,6049033521,eastview@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04425143,Lynnmour StrongStart Centre,800 FORSMAN AVE,NORTH VANCOUVER,BC,V7J2G6,,,,,Joanna,Lane,StrongStart center,Early learning school,6049033590,6049033591,lynnmour@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04425144,Norgate StrongStart Centre,1295 SOWDEN ST,NORTH VANCOUVER,BC,V7P1L9,,,,,Glenda,Robertson,StrongStart center,Early learning school,6049033680,6049033681,norgate@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04425269,Seymour Heights StrongStart Centre,2640 CARNATION ST,NORTH VANCOUVER,BC,V7H1H5,,,,,Sanjeet,Johal,StrongStart center,Early learning school,6049033760,6049033761,seymourheights@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04425270,Boundary StrongStart,750 26TH ST E,NORTH VANCOUVER,BC,V7K1A4,,,,,Kelly,La Roue,StrongStart center,Early learning school,6049033260,6049033261,boundary@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04425271,Montroyal StrongStart Centre,5310 SONORA DR,NORTH VANCOUVER,BC,V7R3V8,,,,,Doug,Beveridge,StrongStart center,Early learning school,6049033650,6049033651,montroyal@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04444000,Continuing Ed SD 44,3365 MAHON AVE,NORTH VANCOUVER,BC,V7N3T7,,,,,Lucas,King,Continuing education school,Public School,6049033333,6049033334,mountainside@sd44.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
044,04444001,Lynn Valley Elementary,3207 INSTITUTE ROAD,NORTH VANCOUVER,BC,V7K3E5,,,,,Susan,Teegan,Standard school,Public School,6049033620,6049033621,upperlynn@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444003,Ridgeway Elementary,420 8TH ST E,NORTH VANCOUVER,BC,V7L1Z5,,,,,Jillian,Gordon,Standard school,Public School,6049033740,6049033741,ridgeway@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444005,Queen Mary Community Elementary,230 KEITH RD W,NORTH VANCOUVER,BC,V7M1L8,,,,,Jennifer,Wilson,Standard school,Public School,6049033720,6049033721,queenmary@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444008,Capilano Elementary,1230 20TH ST W,NORTH VANCOUVER,BC,V7P2B9,,,,,Kammi,Clark,Standard school,Public School,6049033370,6049033371,capilano@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444009,Westview Elementary,641 17TH ST W,NORTH VANCOUVER,BC,V7M0A1,,,,,Carly,Roy,Standard school,Public School,6049033840,6049033841,westview@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444011,Highlands Elementary,3150 COLWOOD DR,NORTH VANCOUVER,BC,V7R2R6,,,,,Deborah,Wanner,Standard school,Public School,6049033540,6049033541,highlands@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444012,Sutherland Secondary,1860 SUTHERLAND AVE,NORTH VANCOUVER,BC,V7L4C2,,,,,Mark,Barrett,Standard school,Public School,6049033500,6049033501,sutherland@sd44.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04444013,Norgate Community Elementary,1295 SOWDEN ST,NORTH VANCOUVER,BC,V7P1L9,,,,,Glenda,Robertson,Standard school,Public School,6049033680,6049033681,norgate@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444014,Canyon Heights Elementary,4501 HIGHLAND BLVD,NORTH VANCOUVER,BC,V7R3A2,,,,,Kevin,Ward,Standard school,Public School,6049033290,6049033291,canyonheights@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444016,Queensbury Elementary,2020 MOODY AVE,NORTH VANCOUVER,BC,V7L3V3,,,,,Sanjeet,Johal,Standard school,Public School,6049033730,6049033731,queensbury@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444017,Eastview Elementary,1801 MOUNTAIN HWY,NORTH VANCOUVER,BC,V7J2M7,,,,,Carla,Orr,Standard school,Public School,6049033520,6049033521,eastview@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444019,Seymour Heights Elementary,2640 CARNATION ST,NORTH VANCOUVER,BC,V7H1H5,,,,,Cindy,Hudson,Standard school,Public School,6049033760,6049033761,seymourheights@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444021,Upper Lynn Elementary,1540 COLEMAN ST,NORTH VANCOUVER,BC,V7K1W8,,,,,Tim,MacLeod,Standard school,Public School,6049033820,6049033821,upperlynn@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444022,Argyle Secondary,1131 FREDERICK RD,NORTH VANCOUVER,BC,V7K1J3,,,,,Laura,Ames,Standard school,Public School,6049033300,6049033301,argyle@sd44.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04444023,Carisbrooke Elementary,510 CARISBROOKE RD E,NORTH VANCOUVER,BC,V7N1N5,,,,,Anne,Lawson,Standard school,Public School,6049033380,6049033381,carisbrooke@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444024,Braemar Elementary,3600 MAHON AVE,NORTH VANCOUVER,BC,V7N3T6,,,,,Spencer,Kelly,Standard school,Public School,6049033270,6049033271,braemar@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444025,Handsworth Secondary,1033 HANDSWORTH RD,NORTH VANCOUVER,BC,V7R2A7,,,,,Cary,Hungle,Standard school,Public School,6049033600,6049033601,handsworth@sd44.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04444026,Windsor Secondary,931 BROADVIEW DR,NORTH VANCOUVER,BC,V7H2E9,,,,,John,Mcgowan,Standard school,Public School,6049033700,6049033701,windsor@sd44.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04444027,Cleveland Elementary,1255 ELDON RD,NORTH VANCOUVER,BC,V7R1T5,,,,,Joseph,Campbell,Standard school,Public School,6049033390,6049033391,cleveland@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444029,Ross Road Elementary,2875 BUSHNELL PL,NORTH VANCOUVER,BC,V7J2Y9,,,,,Kate,Lechleiter,Standard school,Public School,6049033750,6049033751,rossroad@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444031,Montroyal Elementary,5310 SONORA DR,NORTH VANCOUVER,BC,V7R3V8,,,,,Doug,Beveridge,Standard school,Public School,6049033650,6049033651,montroyal@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444032,Sherwood Park Elementary,4085 DOLLAR RD,NORTH VANCOUVER,BC,V7G1A5,,,,,Meghan,Wheatley,Standard school,Public School,6049033810,6049033811,sherwoodpark@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444034,Larson Elementary,2605 LARSON RD,NORTH VANCOUVER,BC,V7N3W4,,,,,Dean,Yeo,Standard school,Public School,6049033570,6049033571,larson@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444036,Carson Graham Secondary,2145 JONES AVE,NORTH VANCOUVER,BC,V7M2W7,,,,,Kim,Jonat,Standard school,Public School,6049033555,6049033556,carsongraham@sd44.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04444037,Brooksbank Elementary,980 13TH ST E,NORTH VANCOUVER,BC,V7L2N2,,,,,Angela,Meule,Standard school,Public School,6049033280,6049033281,brooksbank@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444041,Blueridge Elementary,2650 BRONTE DR,NORTH VANCOUVER,BC,V7H1M4,,,,,Brigette,Gerandol,Standard school,Public School,6049033250,6049033251,blueridge@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444043,Boundary Elementary,750 26TH ST E,NORTH VANCOUVER,BC,V7K1A4,,,,,Kelly,La Roue,Standard school,Public School,6049033260,6049033261,boundary@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444046,Lynnmour Elementary School,800 FORSMAN AVE,NORTH VANCOUVER,BC,V7J2G6,,,,,Joanna,Lane,Standard school,Public School,6049033590,6049033591,lynnmour@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444047,Seycove Secondary Community,1204 CALEDONIA AVE,NORTH VANCOUVER,BC,V7G2A6,,,,,Sarah,Best,Standard school,Public School,6049033666,6049033667,seycove@sd44.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04444048,Dorothy Lynas Elementary,4000 INLET CRES,NORTH VANCOUVER,BC,V7G2R2,,,,,Tristan,Crowther,Standard school,Public School,6049033430,6049033431,dorthylyanas@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04444049,Cove Cliff Elementary,1818 BANBURY RD,NORTH VANCOUVER,BC,V7G1W4,,,,,Bridget,O'brien-Kopacek,Standard school,Public School,6049033420,6049033421,covecliff@sd44.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
044,04496062,St. Thomas Aquinas,541 KEITH RD W,NORTH VANCOUVER,BC,V7M1M5,,,,,Mieszko,Krol,Standard school,Independent School,6049874431,6049877816,mkrol@aquinas.org,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,01,01
044,04496120,Holy Trinity School,128 27TH ST W,NORTH VANCOUVER,BC,V7N2H1,,,,,Kevin,Smith,Standard school,Independent School,6049874454,,office@holytrinityschool.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
044,04496151,St. Edmund's,535 MAHON AVE,NORTH VANCOUVER,BC,V7M2R7,,,,,Diana,Silva,Standard school,Independent School,6049887364,6049887350,dsilva@stedmunds.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
044,04496204,Kenneth Gordon,420 SEYMOUR RIVER PL,NORTH VANCOUVER,BC,V7H1S8,,,,,Sarah,Coates,Standard school,Independent School,6049855224,6049854562,smacleod@kgms.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
044,04496214,Vancouver Waldorf School,2725 ST. CHRISTOPHER'S RD,NORTH VANCOUVER,BC,V7K2B6,,,,,Trish,Dayal,Standard school,Independent School,6049857435,6049862623,principal@vws.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
044,04496551,Bodwell High School,955 Harbourside Drive,North Vancouver,BC,V7P3S4,,,,,Housam,Hallis,Standard school,Independent School,6049981000,6049981150,hallis@bodwell.edu,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,04,04
044,04496606,Lions Gate Christian Academy,919 TOLLCROSS RD,NORTH VANCOUVER,BC,V7H2G3,,,,,Adam,Reid,Standard school,Independent School,6049848226,,office@lgca.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,01,01,01,01
044,04496638,Cousteau L'ecole Francaise Interna'le,3657 FROMME RD,NORTH VANCOUVER,BC,V7K2E6,,,,,Cecile,Dione,Standard school,Independent School,6049242457,6049244483,head@cousteauschool.org,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,02,02,02,
044,04496652,St. Pius X Elementary School,1150 MT. SEYMOUR ROAD,NORTH VANCOUVER,BC,V7G1R6,,,,,Charlaine,Francis,Standard school,Independent School,6049290345,6049295051,cfrancis@saintpius.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,01,01,,
044,04496654,North Star Montessori Elementary School,1325 KEITH RD E,NORTH VANCOUVER,BC,V7J1J3,,,,,Tiffany,Goulding,Standard school,Independent School,6049801205,6049801805,admin@northstarmontessori.ca,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,01,01,,
044,04496739,Brockton Preparatory School,3467 DUVAL RD,NORTH VANCOUVER,BC,V7J3E8,,,,,Karen,McCulla,Standard school,Independent School,6049299201,6049299501,info@brocktonschool.com,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,02,02,02,02
044,04496861,St. Alcuin College for the Liberal Arts,200-1046 ST. GEORGES AVE,NORTH VANCOUVER,BC,V7L3H6,,,,,Stella,Ablett,Standard school,Independent School,6043608656,6049266782,info@stalcuincollege.com,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,02,02,02,02
044,04496978,Saplings Nature School,1390 W22ND STREET,NORTH VANCOUVER,BC,V7P2G4,,,,,Cecily,Heras,Standard school,Independent School,7788380335,,nature_school@saplingsoutdoorprogram.ca,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,01,01,,
044,04499176,North Vancouver Online Learning,3365 MAHON AVE,NORTH VANCOUVER,BC,V7N3T7,,,,,John,McGowan,Provincial online learning school,Public School,6049033333,6049033334,nvol@sd44.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
044,04499191,Mountainside Secondary,3365 MAHON AVE,NORTH VANCOUVER,BC,V7N3T7,,,,,Lucas,King,Alternate programs school,Public School,6049033333,6049033334,mountainside@sd44.ca,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,
045,04525047,Hollyburn StrongStart Centre,1329 DUCHESS AVE,WEST VANCOUVER,BC,V7T1H5,,,,,,,StrongStart center,Early learning school,6049811220,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
045,04525145,Eagle Harbour StrongStart Centre,5575 MARINE DR,WEST VANCOUVER,BC,V7W2R4,,,,,,,StrongStart center,Early learning school,6049811380,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
045,04525272,Bowen Island StrongStart Centre,PO BOX 220,BOWEN ISLAND,BC,V0N1G0,1041 MOUNT GARDNER RD,BOWEN ISLAND,BC,V0N1G0,,,StrongStart center,Early learning school,6049479337,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,
045,04545010,Sentinel Secondary,1250 CHARTWELL DR,WEST VANCOUVER,BC,V7S2R2,,,,,Michael,Finch,Standard school,Public School,6049811130,6049811131,sentinel@wvschools.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
045,04545015,West Vancouver Secondary,1750 MATHERS AVE,WEST VANCOUVER,BC,V7V2G7,,,,,Steve,Rauh,Standard school,Public School,6049811100,6049811101,srauh@wvschools.ca,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,
045,04545019,Bowen Island Community School,PO BOX 220,BOWEN ISLAND,BC,V0N1G0,1041 MOUNT GARDNER RD,BOWEN ISLAND,BC,V0N1G0,Laura,Magrath,Standard school,Public School,6049479337,6049470367,lmagrath@wvschools.ca,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,
